,paragraph,guide_id,paragraph_id,possible_citations
63,"The Court further underlined that the positive obligation is not to be interpreted in such a way as to impose an excessive burden on the authorities, bearing in mind, in particular, the unpredictability of human conduct and operational choices which must be made in terms of priorities and resources (Ciechońska v. Poland, 2011, § 64; Marius Alexandru and Marinela Ștefan v. Romania, 2020, § 100).",guide_art_2_eng,64,"{""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY""}"
64,"Moreover, it recalled that the choice of means for ensuring the positive obligations under Article 2 is in principle a matter that falls within the Contracting State’s margin of appreciation. There are different avenues to ensure Convention rights, and even if the State has failed to apply one particular measure provided by domestic law, it may still fulfil its positive duty by other means (Ciechońska v. Poland, 2011, § 65; Marius Alexandru and Marinela Ștefan v. Romania, 2020, § 102).",guide_art_2_eng,65,"{""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY""}"
65,"Ultimately, the question of whether there has been a failure by the State in its regulatory duties calls for a concrete, rather than an abstract, assessment of the alleged deficiencies (Marius Alexandru and Marinela Ștefan v. Romania, 2020, § 103 and Smiljanić v. Croatia, 2021, § 72).",guide_art_2_eng,66,"{""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY""}"
66,"In the context of activities which may pose a risk to human life due to their inherently hazardous nature, such as activities carried out on construction sites, States are required to take reasonable measures to ensure the safety of individuals as necessary, including through regulations geared to the special features of the activity (Cevrioğlu v. Turkey, 2016, § 57 with further references). In particular, in the absence of necessary safety precautions, any construction site, especially one in a residential area, has the potential for life-endangering accidents that may impact on not only professional construction workers, who are more familiar with the possible risks, but also on the public at large, including vulnerable groups such as children, who may easily become subject to those risks (Zinatullin v. Russia, 2020, § 28).",guide_art_2_eng,67,"{""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY"", ""001-200546"": ""CASE OF ZINATULLIN v. RUSSIA"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-177297"": ""AFFAIRE B\u0130NNUR UZUN ET AUTRES c. TURQUIE"", ""001-44379"": ""PEREIRA HENRIQUES et AUTRES contre le LUXEMBOURG"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-160257"": ""AFFAIRE CAV\u0130T TINARLIO\u011eLU c. TURQUIE"", ""001-200348"": ""AFFAIRE SOARES CAMPOS c. PORTUGAL"", ""001-202392"": ""CASE OF VARDOSANIDZE v. GEORGIA""}"
67,"In a case which concerned allegations of deficiencies in the implementation of the regulatory framework concerning road safety, the Court underlined that the State’s positive obligations in this context entailed, in the first place, the obligation to have in place an appropriate set of preventive measures geared to ensuring public safety and minimizing the number of road accidents and, secondly, to ensure the effective functioning of those measures in practice (Smiljanić v. Croatia, 2021, § 69).",guide_art_2_eng,68,"{""001-200546"": ""CASE OF ZINATULLIN v. RUSSIA"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY"", ""001-177297"": ""AFFAIRE B\u0130NNUR UZUN ET AUTRES c. TURQUIE"", ""001-44379"": ""PEREIRA HENRIQUES et AUTRES contre le LUXEMBOURG"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-160257"": ""AFFAIRE CAV\u0130T TINARLIO\u011eLU c. TURQUIE"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-200348"": ""AFFAIRE SOARES CAMPOS c. PORTUGAL"", ""001-202392"": ""CASE OF VARDOSANIDZE v. GEORGIA""}"
68,"The Court has found that the respondent State failed in its duty to protect the right to life in:  Kalender v. Turkey, 2009, § 49, which concerned the death of two people in a railway accident;  Banel v. Lithuania, 2013, § 69, where the applicants’ son died from injuries sustained when part of a balcony broke off from a building and fell on him while he was playing outside;  Cevrioğlu v. Turkey, 2016, § 72, which concerned the death of the applicant’s ten-year-old son who drowned after failing into an uncovered water-filled hole on a construction site; see also Binnur Uzun and Others v. Turkey, 2017, § 49, where the applicants’ father fell down the shaft of a lift in a building the construction of which had been abandoned.  Smiljanić v. Croatia, 2021, § 85, where the applicant was killed in a traffic accident caused by a repeat offender driving under the influence of alcohol.",guide_art_2_eng,69,"{""001-200546"": ""CASE OF ZINATULLIN v. RUSSIA"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY"", ""001-177297"": ""AFFAIRE B\u0130NNUR UZUN ET AUTRES c. TURQUIE"", ""001-44379"": ""PEREIRA HENRIQUES et AUTRES contre le LUXEMBOURG"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-160257"": ""AFFAIRE CAV\u0130T TINARLIO\u011eLU c. TURQUIE"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-200348"": ""AFFAIRE SOARES CAMPOS c. PORTUGAL"", ""001-202392"": ""CASE OF VARDOSANIDZE v. GEORGIA""}"
69,"By contrast, the Court found no failure on the part of the respondent State to protect the right to life in:  Cecilia Pereira Henriques and Others v. Luxembourg (dec.), 2003, where a labourer was killed in an accident at work when a wall of a building which was being demolished collapsed on top of him;  Furdík v. Slovakia (dec.), 2008, which concerned an emergency mountain-rescue operation;  Molie v. Romania (dec.), 2009, § 47, which concerned a fatal accident in a school sports facility;  Cavit Tınarlıoğlu v. Turkey, 2016, § 107, which concerned life-threatening injuries sustained by the applicant, who was swimming in a bathing area that was not cordoned off, when he was struck by a motor boat.  Marius Alexandru and Marinela Ștefan v. Romania, 2020, § 109, which concerned a traffic accident due to a tree falling on the applicants’ car while they were driving on a public main road.  Soares Campos v. Portugal, 2020, § 172, which concerned the death of the applicant’s son, who was swept out to sea while taking part on a beach in a gathering linked to a student tradition involving hazing activities.  Vardosanidze v. Georgia, 2020, § 61, which concerned the death of the applicant’s son from carbon monoxide poisoning following reconnection of an improperly installed gas-operated water heater despite a warning from gas company.",guide_art_2_eng,70,"{""001-200546"": ""CASE OF ZINATULLIN v. RUSSIA"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY"", ""001-177297"": ""AFFAIRE B\u0130NNUR UZUN ET AUTRES c. TURQUIE"", ""001-44379"": ""PEREIRA HENRIQUES et AUTRES contre le LUXEMBOURG"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-160257"": ""AFFAIRE CAV\u0130T TINARLIO\u011eLU c. TURQUIE"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-200348"": ""AFFAIRE SOARES CAMPOS c. PORTUGAL"", ""001-202392"": ""CASE OF VARDOSANIDZE v. GEORGIA""}"
70,"Unlike Article 4 of the American Convention on Human Rights, which provides that the right to life must be protected “in general, from the moment of conception”, Article 2 of the Convention is silent as to the temporal limitations of the right to life and, in particular, does not define “everyone” (“toute personne”) whose “life” is protected by the Convention (Vo v. France [GC], 2004, § 75).",guide_art_2_eng,71,"{""001-200546"": ""CASE OF ZINATULLIN v. RUSSIA"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-96252"": ""AFFAIRE KALENDER c. TURQUIE"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY"", ""001-177297"": ""AFFAIRE B\u0130NNUR UZUN ET AUTRES c. TURQUIE"", ""001-44379"": ""PEREIRA HENRIQUES et AUTRES contre le LUXEMBOURG"", ""001-90321"": ""FURDIK v. SLOVAKIA"", ""001-94259"": ""MOLIE c. ROUMANIE"", ""001-160257"": ""AFFAIRE CAV\u0130T TINARLIO\u011eLU c. TURQUIE"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-200348"": ""AFFAIRE SOARES CAMPOS c. PORTUGAL"", ""001-202392"": ""CASE OF VARDOSANIDZE v. GEORGIA"", ""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
71,"The Court, having regard to the absence of any European consensus on the scientific and legal definition of the beginning of life, held that the issue of when the right to life begins comes within the margin of appreciation which it generally considers that States should enjoy in this sphere (Vo v. France [GC], 2004, § 82).",guide_art_2_eng,72,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
72,"In the case of Vo v. France [GC], 2004, where the applicant had to undergo a therapeutic abortion as a result of medical negligence, the Court considered it unnecessary to examine whether the abrupt end to the applicant’s pregnancy fell within the scope of Article 2, seeing that, even assuming that that provision was applicable, there was no failure on the part of the respondent State to comply with the requirements relating to the preservation of life in the public-health sphere (§ 85; see also for a similar approach Mehmet Şentürk and Bekir Şentürk v. Turkey, 2013, § 109).",guide_art_2_eng,73,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
73,"In Evans v. the United Kingdom [GC], 2007, where the applicant complained that British legislation authorised her ex-partner to withdraw his consent to the storage and use of jointly created embryos, the Court found that, under English law, an embryo did not have independent rights or interests and could not claim – or have claimed on its behalf – a right to life under Article 2 and that therefore the embryos in question did not have a right to life within the meaning of Article 2 (§§ 54-56).",guide_art_2_eng,74,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
74,"The Court has held that no right to die, whether at the hands of a third person or with the assistance of a public authority, can be derived from Article 2 of the Convention. It underlined that the consistent emphasis in all the cases before it has been the obligation of the State to protect life (Pretty v. the United Kingdom, 2002, § 39 and Mortier v. Belgium, 2022, § 119). However, the Court further held that the right to life enshrined under Article 2 could not be interpreted as per se prohibiting the conditional decriminalisation of euthanasia. However, in order to be compatible with Article 2, that decriminalisation had to be accompanied by suitable and sufficient safeguards to prevent abuse and thus secure respect for the right to life ( Mortier v. Belgium, 2022, §§ 138 -139)",guide_art_2_eng,75,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
75,"In Mortier v. Belgium an act of euthanasia was performed on the applicant’s mother, who had been suffering from chronic depression for over forty years. The Court, when examining whether the State complied with their positive obligations to protect her life, took into account the following elements: whether there was a legislative framework for pre-euthanasia procedures which met the requirements of Article 2; whether it had been complied with in the particular circumstances of the case; and whether the post-euthanasia review mechanism afforded all the safeguards required by Article 2 (§ 141). It emphasised that, in view of the complexity of this area and the lack of a European consensus, States had to be afforded a margin of appreciation, which was not unlimited (§ 143). On the facts of the case, the Court found no violation of Article 2 as regards the legislative framework governing the pre-euthanasia procedure (§§ 155-156) and that the act in question had been performed in compliance with this procedure (§ 165). However, it found a violation as regards the post-euthanasia review mechanism, given the lack of independence of the specialised review board and the length of the criminal investigation (§ 184).",guide_art_2_eng,76,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE""}"
76,"In the case of Lambert and Others v. France [GC], 2015, which concerned the decision of the authorities to discontinue nutrition and hydration allowing a patient in state of total dependence to be kept alive artificially, the Court noted that no consensus existed among the Council of Europe member States in favour of permitting the withdrawal of artificial life-sustaining treatment, although the majority of States appear to allow it. In this respect, it noted that while the detailed arrangements governing the withdrawal of treatment vary from one country to another, there was nevertheless a consensus as to the paramount importance of the patient’s wishes in the decision-making process, however those wishes are expressed. It therefore considered that in this sphere concerning the end of life, as in that concerning the beginning of life, States must be afforded a margin of appreciation, not just as to whether or not to permit the withdrawal of artificial life-sustaining treatment and the detailed arrangements governing such withdrawal, but also as regards the means of striking a balance between the protection of patients’ right to life and the protection of their right to respect for their private life and their personal autonomy. The Court underlined, however, that this margin of appreciation is not unlimited and it reserves the power to review whether or not the State has complied with its obligations under Article 2 (§§ 147-148).",guide_art_2_eng,77,"{""001-61887"": ""CASE OF VO v. FRANCE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-80046"": ""CASE OF EVANS v. THE UNITED KINGDOM"", ""001-60448"": ""CASE OF PRETTY v. THE UNITED KINGDOM"", ""001-219559"": ""AFFAIRE MORTIER c. BELGIQUE"", ""001-155352"": ""CASE OF LAMBERT AND OTHERS v. FRANCE"", ""001-175359"": ""GARD AND OTHERS v. THE UNITED KINGDOM"", ""001-209750"": ""PARFITT v. THE UNITED KINGDOM""}"
77,"In addressing the question of the administering or withdrawal of medical treatment, the Court takes into account the following elements: the existence in domestic law and practice of a regulatory framework compatible with the requirements of Article 2; whether account had been taken of the applicant’s previously expressed wishes and those of the persons close to him, as well as the opinions of other medical personnel and the possibility to approach the courts in the event of doubts as to the best decision to take in the patient’s interest (Gard and Others v. the United Kingdom (dec.), 2017, § 83 and Parfitt v. the United Kingdom (dec.), 2021, § 37).",guide_art_2_eng,78,"{""001-175359"": ""GARD AND OTHERS v. THE UNITED KINGDOM"", ""001-209750"": ""PARFITT v. THE UNITED KINGDOM""}"
78,"When the Convention was drafted, the death penalty was not considered to violate international standards. An exception was therefore included to the right to life, so that Article 2 § 1 provides that “no one shall be deprived of his life intentionally save in the execution of a sentence of a court following his conviction of a crime for which this penalty is provided by law”. However, there has subsequently been an evolution towards the complete de facto and de jure abolition of the death penalty within the member States of the Council of Europe (Al-Saadoon and Mufdhi v. the United Kingdom, 2010, § 116).",guide_art_2_eng,79,{}
79,"Protocol No. 6 to the Convention, which abolished the death penalty except in respect of “acts committed in time of war or of imminent threat of war”, was opened for signature on 28 April 1983 and came into force on 1 March 1985. All the member States of the Council of Europe have now signed Protocol No. 6 and all, save Russia, have ratified it (Al-Saadoon and Mufdhi v. the United Kingdom, 2010, § 116). Protocol No. 13, which abolishes the death penalty in all circumstances, was opened for signature on 3 May 2002 and came into force on 1 July 2003. In 2010 all but two of the member States of the Council of Europe (Azerbaijan and Russia) had signed this Protocol and all but three of the States which had signed it have ratified it (ibid., § 117).1",guide_art_2_eng,80,{}
80,"The aforementioned figures, together with consistent State practice in observing the moratorium on capital punishment, have been found by the Court to be strong indications that Article 2 has been amended so as to prohibit the death penalty in all circumstances (Al-Saadoon and Mufdhi v. the United Kingdom, 2010, § 120).",guide_art_2_eng,81,{}
81,Article 2 of the Convention prohibits the extradition or deportation of an individual to another State where substantial grounds have been shown for believing that he or she would face a real risk,guide_art_2_eng,82,{}
82,More detailed information can be found in the Case-Law Guide on Immigration.,guide_art_2_eng,83,{}
83,"As master of its own procedure and its own rules, the Court has complete freedom to assess not only the admissibility and relevance but also the probative value of each item of evidence before it. The Court is not bound, under the Convention or under the general principles applicable to international tribunals, by strict rules of evidence and there are no procedural barriers to the admissibility of evidence in the proceedings before it (Carter v. Russia, 2021, § 97).",guide_art_2_eng,84,{}
84,"However, the Court must be cautious in taking on the role of a first-instance tribunal of fact, where this is not rendered unavoidable by the circumstances of a particular case (McKerr v. the United Kingdom (dec.), 2000). As a general rule, where domestic proceedings have taken place, it is not the Court’s task to substitute its own assessment of the facts for that of the domestic courts and it is for the latter to establish the facts on the basis of the evidence before them (see, among many other authorities, Edwards v. the United Kingdom, 1992, § 34; Klaas v. Germany, 1993, § 29). Though the Court is not bound by the findings of domestic courts and remains free to make its own appreciation in the light of all the material before it, in normal circumstances it requires cogent elements to lead it to depart from the findings of fact reached by the domestic courts (Avşar v. Turkey, 2001, § 283; Barbu Anghelescu v. Romania, 2004, § 52). In this regard, the Court has underlined that its reliance on evidence obtained a result of a domestic investigation and on facts established within domestic proceedings depends on the quality of the domestic investigative process, and the thoroughness and consistency of the proceedings in question (Carter v. Russia, 2021, § 98).",guide_art_2_eng,85,{}
85,"A number of principles have been developed by the Court as regards applications in which it is faced with the task of establishing the facts of events on which the parties disagree: the factual findings should be based on the standard of proof “beyond reasonable doubt”; such proof may follow from the coexistence of sufficiently strong, clear and concordant inferences or of similar unrebutted presumptions of fact. In this context, the conduct of the parties when evidence is being obtained may also be taken into account (Tanış and Others v. Turkey, 2005, § 160; Tagayeva and Others v. Russia, 2017, § 586 and Kukhalashvili and Others v. Georgia, 2020, § 148).",guide_art_2_eng,86,{}
86,"The level of persuasion necessary for reaching a particular conclusion and, in this connection the distribution of the burden of proof are intrinsically linked to the specificity of the facts, the nature of the allegation made and the Convention right at stake (Tagayeva and Others v. Russia, 2017, § 586).",guide_art_2_eng,87,{}
87,"Where the events in issue lie wholly, or in large part, within the exclusive knowledge of the authorities, as in the case of persons within their control in custody, strong presumptions of fact will arise in respect of injuries and death occurring during such detention. Indeed, the burden of proof may be regarded as resting on the authorities to provide a satisfactory and convincing explanation (Salman v. Turkey [GC], 2000, § 100).",guide_art_2_eng,88,{}
88,"This principle also applies to cases in which, although it has not been proved that a person has been taken into custody by the authorities, it is possible to establish that he or she was officially summoned by the military or the police, entered a place under their control and has not been seen since. In such circumstances, the onus is on the Government to provide a plausible explanation as to what happened on the premises and to show that the person concerned was not detained by the authorities, but left the premises without subsequently being deprived of his or her liberty (Tanış and Others v. Turkey, 2005, § 160).",guide_art_2_eng,89,{}
89,"Likewise, in cases concerning armed conflicts, the Court has further extended this principle to situations where individuals were found injured or dead, or disappeared, in areas of the State under the exclusive control of the authorities and where there was prima facie evidence that State agents could be involved (Akkum and Others v. Turkey, 2005, § 211; Aslakhanova and Others v. Russia, 2012, § 97 with further references).",guide_art_2_eng,90,{}
90,"For example, in a series of cases concerning allegations of disappearances in the Russian North Caucasus, the Court has considered it sufficient for the applicants to make a prima facie case of abduction by State agents, thus falling within the control of the authorities, and it would then be for the Government to discharge their burden of proof, either by disclosing documents in their exclusive possession or by providing a satisfactory and convincing explanation of how the events in question occurred. If the Government failed to discharge its burden of proof, this would entail a violation of Article 2 of the Convention in its substantive part. Conversely, if the applicants failed to make out a prima facie case, the burden of proof could not be reversed (Estemirova v. Russia, 2021, § 63).",guide_art_2_eng,91,{}
91,"In fact, the Court has underlined that, in all cases where it is unable to establish the exact circumstances of a case for reasons objectively attributable to the State authorities, it is for the respondent Government to explain, in a satisfactory and convincing manner, the sequence of events and to exhibit solid evidence that can refute the applicant’s allegations (Mansuroğlu v. Turkey, 2008, § 80 and Carter v. Russia, 2021, § 152). The Court has also noted the difficulties for applicants to obtain the necessary evidence in support of allegations in cases where the respondent Government are in possession of the relevant documentation and fail to submit it. If the authorities then fail to disclose crucial documents to enable the Court to establish the facts or otherwise provide a satisfactory and convincing explanation, strong inferences may be drawn (Varnava and Others v. Turkey [GC], 2009, § 184). The Court’s reliance on evidence obtained as a result of the domestic investigation and on the facts established within the domestic proceedings will largely depend on the quality of the domestic investigative process, its thoroughness and consistency (Tagayeva and Others v. Russia, 2017, § 586 and Lapshin v. Azerbaijan, 2021, § 95).",guide_art_2_eng,92,{}
92,"Finally, when there have been criminal proceedings in the domestic courts concerning those same allegations, it must be borne in mind that criminal law liability is distinct from international law responsibility under the Convention. The Court’s competence is confined to the latter. Responsibility under the Convention is based on its own provisions which are to be interpreted and applied on the basis of the objectives of the Convention and in the light of the relevant principles of international law. The responsibility of a State under the Convention, arising for the acts of its organs, agents and servants, is not to be confused with the domestic legal issues of individual criminal responsibility under examination in the national criminal courts. The Court is not concerned with reaching any findings as to guilt or innocence in that sense (Tanlı v. Turkey, 2001, § 111; Giuliani and Gaggio v. Italy [GC], 2011, § 182).",guide_art_2_eng,93,{}
93,"In the context of use of force by State agents, the primary duty on the State to secure the right to life entails, in particular, putting in place an appropriate legal and administrative framework defining the limited circumstances in which law enforcement may use force and firearms, in the light of the relevant international standards (Giuliani and Gaggio v. Italy [GC], 2011, § 209; Makaratzis v. Greece [GC], 2004, §§ 57-59).",guide_art_2_eng,94,{}
94,"In line with the principle of strict proportionality inherent in Article 2, the national legal framework must make recourse to firearms dependent on a careful assessment of the situation (Giuliani and Gaggio v. Italy [GC], 2011, § 209) and, in particular, on an evaluation of the nature of the offence committed by the person in question and of the threat he or she posed (Nachova and Others v. Bulgaria [GC], 2005, § 96). Furthermore, the national law regulating policing operations must secure a system of adequate and effective safeguards against arbitrariness and abuse of force and even against avoidable accident (Giuliani and Gaggio v. Italy [GC], 2011, § 209; Makaratzis v. Greece [GC], 2004, § 58).",guide_art_2_eng,95,{}
95,"The Court, distinguishing between “routine police operations” and situations of large-scale anti- terrorist operations, held that, in the latter case, often in situations of acute crisis requiring “tailor- made” responses, States should be able to rely on solutions that would be appropriate to the circumstances. That being said, it has also underlined that, in a lawful security operation which is aimed, in the first place, at protecting the lives of people who find themselves in danger of unlawful violence from third parties, the use of lethal force remains governed by the strict rules of “absolute necessity” within the meaning of Article 2 of the Convention. Thus, it is of primary importance that the domestic regulations be guided by the same principle and contain clear indications to that extent, including the obligations to decrease the risk of unnecessary harm and exclude the use of weapons and ammunition that carry unwarranted consequences (Tagayeva and Others v. Russia, 2017, § 595).",guide_art_2_eng,96,{}
96,"The Court has underlined that law enforcement agents must be trained to assess whether or not there is an absolute necessity to use firearms, not only on the basis of the letter of the relevant regulations, but also with due regard to the pre-eminence of respect for human life as a fundamental value (Nachova and Others v. Bulgaria [GC], 2005, § 97; Kakoulli v. Turkey, 2005, § 110).",guide_art_2_eng,97,{}
97,"For example, in cases concerning the use of force to quell a riot or insurrection, the Court’s assessment includes an examination as to whether the security forces were properly equipped (Güleç v. Turkey, 1998, § 71; Şimşek and Others v. Turkey, 2005, § 117); whether they received effective training with the objective of complying with international standards for human rights and policing and whether they received clear and precise instructions as to the manner and circumstances in which they make use of firearms (ibid., § 109). In particular, the Court has underlined that opening fire should, whenever possible, be preceded by warning shots (Giuliani and Gaggio v. Italy [GC], 2011, § 177).",guide_art_2_eng,98,{}
98,"Moreover, States are expected to set high professional standards within their law-enforcement systems and ensure that law-enforcement officers meet the requisite criteria. In particular, when equipping police forces with firearms, not only must the necessary technical training be given, but the selection of agents allowed to carry such firearms must also be subject to particular scrutiny (Sašo Gorgiev v. the former Yugoslav Republic of Macedonia, 2012, § 51).",guide_art_2_eng,99,{}
99,"Applying these principles, the Court has, for instance, characterised as deficient the Bulgarian legal framework which permitted the police to fire on any fugitive member of the armed forces who did not surrender immediately in response to an oral warning and the firing of a warning shot in the air. There were no clear safeguards to prevent the arbitrary deprivation of life (Nachova and Others v. Bulgaria [GC], 2005, §§ 99-102).",guide_art_2_eng,100,{}
